hgnc_id	symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
HGNC:33422	KRT19P1	keratin 19 pseudogene 1	441160	ENSG00000218014	
HGNC:33423	KRT19P2	keratin 19 pseudogene 2	160313	ENSG00000216306	
HGNC:33424	KRT19P3	keratin 19 pseudogene 3	442114	ENSG00000249681	
HGNC:45073	KRT19P4	keratin 19 pseudogene 4	100128041	ENSG00000234102	
HGNC:45076	KRT19P6	keratin 19 pseudogene 6	106480807	ENSG00000249891	
HGNC:20412	KRT20	keratin 20	54474	ENSG00000171431	P35900
HGNC:6438	KRT23	keratin 23	25984	ENSG00000108244	Q9C075
HGNC:18527	KRT24	keratin 24	192666	ENSG00000167916	Q2M2I5
HGNC:30839	KRT25	keratin 25	147183	ENSG00000204897	Q7Z3Z0
HGNC:30840	KRT26	keratin 26	353288	ENSG00000186393	Q7Z3Y9
HGNC:30841	KRT27	keratin 27	342574	ENSG00000171446	Q7Z3Y8
HGNC:30842	KRT28	keratin 28	162605	ENSG00000173908	Q7Z3Y7
HGNC:6448	KRT31	keratin 31	3881	ENSG00000094796	Q15323
HGNC:6449	KRT32	keratin 32	3882	ENSG00000108759	Q14532
HGNC:6450	KRT33A	keratin 33A	3883	ENSG00000006059	O76009
HGNC:6451	KRT33B	keratin 33B	3884	ENSG00000131738	Q14525
HGNC:6452	KRT34	keratin 34	3885	ENSG00000131737	O76011
HGNC:6453	KRT35	keratin 35	3886	ENSG00000197079	Q92764
HGNC:6454	KRT36	keratin 36	8689	ENSG00000126337	O76013
HGNC:6455	KRT37	keratin 37	8688	ENSG00000108417	O76014
HGNC:6456	KRT38	keratin 38	8687	ENSG00000171360	O76015
HGNC:32971	KRT39	keratin 39	390792	ENSG00000196859	Q6A163
HGNC:26707	KRT40	keratin 40	125115	ENSG00000204889	Q6A162
HGNC:6457	KRT41P	keratin 41, pseudogene	8686	ENSG00000225438	
HGNC:27581	KRT42P	keratin 42, pseudogene	284116	ENSG00000214514	
HGNC:48870	KRT43P	keratin 43, pseudogene	100418861	ENSG00000236473	
HGNC:28927	KRT71	keratin 71	112802	ENSG00000139648	Q3SY84
HGNC:28932	KRT72	keratin 72	140807	ENSG00000170486	Q14CN4
HGNC:28928	KRT73	keratin 73	319101	ENSG00000186049	Q86Y46
HGNC:49607	KRT73-AS1	KRT73 antisense RNA 1	100127967	ENSG00000257495	
HGNC:28929	KRT74	keratin 74	121391	ENSG00000170484	Q7RTS7
HGNC:24431	KRT75	keratin 75	9119	ENSG00000170454	O95678
HGNC:24430	KRT76	keratin 76	51350	ENSG00000185069	Q01546
HGNC:20411	KRT77	keratin 77	374454	ENSG00000189182	Q7Z794
HGNC:28926	KRT78	keratin 78	196374	ENSG00000170423	Q8N1N4
HGNC:28930	KRT79	keratin 79	338785	ENSG00000185640	Q5XKE5
HGNC:27056	KRT80	keratin 80	144501	ENSG00000167767	Q6KB66
HGNC:6458	KRT81	keratin 81	3887	ENSG00000205426	Q14533
HGNC:6459	KRT82	keratin 82	3888	ENSG00000161850	Q9NSB4
HGNC:6460	KRT83	keratin 83	3889	ENSG00000170523	P78385
HGNC:58282	KRT83-AS1	KRT83 antisense RNA 1		ENSG00000296556	
HGNC:6461	KRT84	keratin 84	3890	ENSG00000161849	Q9NSB2
HGNC:58283	KRT84-AS1	KRT84 and KRT82 antisense RNA 1		ENSG00000258253	
HGNC:6462	KRT85	keratin 85	3891	ENSG00000135443	P78386
HGNC:6463	KRT86	keratin 86	3892	ENSG00000170442	O43790
HGNC:58281	KRT86-AS1	KRT86 antisense RNA 1		ENSG00000287051	
HGNC:58284	KRT86-AS2	KRT86 antisense RNA 2		ENSG00000257830	
HGNC:30198	KRT87P	keratin 87, pseudogene	85349	ENSG00000135477	A6NCN2
HGNC:30197	KRT88P	keratin 88, pseudogene	85348	ENSG00000284883	
HGNC:30196	KRT89P	keratin 89, pseudogene	85344	ENSG00000274928	
HGNC:30195	KRT90P	keratin 90, pseudogene	85340	ENSG00000257844	
HGNC:48875	KRT125P	keratin 125, pseudogene	100418828	ENSG00000258036	
HGNC:32970	KRT126P	keratin 126, pseudogene	643865	ENSG00000257402	
HGNC:40019	KRT127P	keratin 127, pseudogene	100418779	ENSG00000257125	
HGNC:48882	KRT128P	keratin 128, pseudogene	106480238	ENSG00000258120	
HGNC:28695	KRT222	keratin 222	125113	ENSG00000213424	Q8N1A0
HGNC:32968	KRT223P	keratin 223, pseudogene	643115	ENSG00000229028	
HGNC:55253	KRT224P	keratin 224, pseudogene	118732296	ENSG00000224244	
HGNC:16772	KRTAP1-1	keratin associated protein 1-1	81851	ENSG00000188581	Q07627
HGNC:16771	KRTAP1-3	keratin associated protein 1-3	81850	ENSG00000221880	Q8IUG1
HGNC:18904	KRTAP1-4	keratin associated protein 1-4	728255	ENSG00000204887	P0C5Y4
HGNC:16777	KRTAP1-5	keratin associated protein 1-5	83895	ENSG00000221852	Q9BYS1
HGNC:16775	KRTAP2-1	keratin associated protein 2-1	81872	ENSG00000212725	Q9BYU5
HGNC:18905	KRTAP2-2	keratin associated protein 2-2	728279	ENSG00000214518	Q9BYT5
HGNC:18906	KRTAP2-3	keratin associated protein 2-3	730755	ENSG00000212724	P0C7H8
HGNC:18891	KRTAP2-4	keratin associated protein 2-4	85294	ENSG00000213417	Q9BYR9
HGNC:18920	KRTAP2-5P	keratin associated protein 2-5, pseudogene	85343	ENSG00000237230	
HGNC:16778	KRTAP3-1	keratin associated protein 3-1	83896	ENSG00000212901	Q9BYR8
HGNC:16779	KRTAP3-2	keratin associated protein 3-2	83897	ENSG00000212900	Q9BYR7
HGNC:18890	KRTAP3-3	keratin associated protein 3-3	85293	ENSG00000212899	Q9BYR6
HGNC:18919	KRTAP3-4P	keratin associated protein 3-4, pseudogene	85345	ENSG00000226776	
HGNC:18907	KRTAP4-1	keratin associated protein 4-1	85285	ENSG00000198443	Q9BYQ7
HGNC:18900	KRTAP4-2	keratin associated protein 4-2	85291	ENSG00000244537	Q9BYR5
HGNC:18908	KRTAP4-3	keratin associated protein 4-3	85290	ENSG00000196156	Q9BYR4
HGNC:16928	KRTAP4-4	keratin associated protein 4-4	84616	ENSG00000171396	Q9BYR3
HGNC:18899	KRTAP4-5	keratin associated protein 4-5	85289	ENSG00000198271	Q9BYR2
HGNC:18909	KRTAP4-6	keratin associated protein 4-6	81871	ENSG00000198090	Q9BYQ5
HGNC:18898	KRTAP4-7	keratin associated protein 4-7	100132476	ENSG00000240871	Q9BYR0
HGNC:17230	KRTAP4-8	keratin associated protein 4-8	728224	ENSG00000204880	Q9BYQ9
HGNC:18910	KRTAP4-9	keratin associated protein 4-9	100132386	ENSG00000212722	Q9BYQ8
HGNC:18911	KRTAP4-11	keratin associated protein 4-11	653240	ENSG00000212721	Q9BYQ6
HGNC:16776	KRTAP4-12	keratin associated protein 4-12	83755	ENSG00000213416	Q9BQ66
HGNC:18921	KRTAP4-16	keratin associated protein 4-16	85354	ENSG00000241241	G5E9R7
HGNC:53814	KRTAP4-17P	keratin associated protein 4-17, pseudogene	112296190	ENSG00000251439	
HGNC:23596	KRTAP5-1	keratin associated protein 5-1	387264	ENSG00000205869	Q6L8H4
HGNC:23597	KRTAP5-2	keratin associated protein 5-2	440021	ENSG00000205867	Q701N4
HGNC:23598	KRTAP5-3	keratin associated protein 5-3	387266	ENSG00000196224	Q6L8H2
HGNC:23599	KRTAP5-4	keratin associated protein 5-4	387267	ENSG00000241598	Q6L8H1
HGNC:23601	KRTAP5-5	keratin associated protein 5-5	439915	ENSG00000185940	Q701N2
HGNC:23600	KRTAP5-6	keratin associated protein 5-6	440023	ENSG00000205864	Q6L8G9
HGNC:23602	KRTAP5-7	keratin associated protein 5-7	440050	ENSG00000244411	Q6L8G8
HGNC:23603	KRTAP5-8	keratin associated protein 5-8	57830	ENSG00000241233	O75690
HGNC:23604	KRTAP5-9	keratin associated protein 5-9	3846	ENSG00000254997	P26371
HGNC:23605	KRTAP5-10	keratin associated protein 5-10	387273	ENSG00000204572	Q6L8G5
HGNC:23606	KRTAP5-11	keratin associated protein 5-11	440051	ENSG00000204571	Q6L8G4
HGNC:23607	KRTAP5-13P	keratin associated protein 5-13, pseudogene	387275	ENSG00000248903	
HGNC:23608	KRTAP5-14P	keratin associated protein 5-14, pseudogene	387276	ENSG00000249387	
HGNC:27877	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1	338651	ENSG00000233930	
HGNC:18931	KRTAP6-1	keratin associated protein 6-1	337966	ENSG00000184724	Q3LI64
HGNC:18932	KRTAP6-2	keratin associated protein 6-2	337967	ENSG00000186930	Q3LI66
HGNC:18933	KRTAP6-3	keratin associated protein 6-3	337968	ENSG00000212938	Q3LI67
HGNC:18934	KRTAP7-1	keratin associated protein 7-1	337878	ENSG00000274749	Q8IUC3
HGNC:18935	KRTAP8-1	keratin associated protein 8-1	337879	ENSG00000183640	Q8IUC2
HGNC:18948	KRTAP8-2P	keratin associated protein 8-2, pseudogene	337980	ENSG00000233036	
HGNC:18949	KRTAP8-3P	keratin associated protein 8-3, pseudogene	337981	ENSG00000227840	
HGNC:18912	KRTAP9-1	keratin associated protein 9-1	728318	ENSG00000240542	A8MXZ3
HGNC:16926	KRTAP9-2	keratin associated protein 9-2	83899	ENSG00000239886	Q9BYQ4
HGNC:16927	KRTAP9-3	keratin associated protein 9-3	83900	ENSG00000204873	Q9BYQ3
HGNC:18902	KRTAP9-4	keratin associated protein 9-4	85280	ENSG00000241595	Q9BYQ2
HGNC:18914	KRTAP9-6	keratin associated protein 9-6	100507608	ENSG00000212659	A8MVA2
HGNC:18915	KRTAP9-7	keratin associated protein 9-7	100505724	ENSG00000180386	A8MTY7
HGNC:17231	KRTAP9-8	keratin associated protein 9-8	83901	ENSG00000187272	Q9BYQ0
HGNC:16773	KRTAP9-9	keratin associated protein 9-9	81870	ENSG00000198083	Q9BYP9
HGNC:34210	KRTAP9-10P	keratin associated protein 9-10, pseudogene	106480422	ENSG00000237183	
HGNC:18918	KRTAP9-11P	keratin associated protein 9-11, pseudogene	85347	ENSG00000229351	
HGNC:48873	KRTAP9-12P	keratin associated protein 9-12, pseudogene	100287715	ENSG00000248807	
HGNC:22966	KRTAP10-1	keratin associated protein 10-1	386677	ENSG00000215455	P60331
HGNC:22967	KRTAP10-2	keratin associated protein 10-2	386679	ENSG00000205445	P60368
HGNC:22968	KRTAP10-3	keratin associated protein 10-3	386682	ENSG00000212935	P60369
HGNC:20521	KRTAP10-4	keratin associated protein 10-4	386672	ENSG00000215454	P60372
HGNC:22969	KRTAP10-5	keratin associated protein 10-5	386680	ENSG00000241123	P60370
HGNC:20523	KRTAP10-6	keratin associated protein 10-6	386674	ENSG00000188155	P60371
HGNC:22970	KRTAP10-7	keratin associated protein 10-7	386675	ENSG00000272804	P60409
HGNC:20525	KRTAP10-8	keratin associated protein 10-8	386681	ENSG00000187766	P60410
HGNC:22971	KRTAP10-9	keratin associated protein 10-9	386676	ENSG00000221837	P60411
HGNC:22972	KRTAP10-10	keratin associated protein 10-10	353333	ENSG00000221859	P60014
HGNC:20528	KRTAP10-11	keratin associated protein 10-11	386678	ENSG00000243489	P60412
HGNC:20533	KRTAP10-12	keratin associated protein 10-12	386685	ENSG00000189169	P60413
HGNC:34213	KRTAP10-13P	keratin associated protein 10-13, pseudogene	100874224	ENSG00000236382	
HGNC:18922	KRTAP11-1	keratin associated protein 11-1	337880	ENSG00000182591	Q8IUC1
HGNC:20529	KRTAP12-1	keratin associated protein 12-1	353332	ENSG00000187175	P59990
HGNC:20530	KRTAP12-2	keratin associated protein 12-2	353323	ENSG00000221864	P59991
HGNC:20531	KRTAP12-3	keratin associated protein 12-3	386683	ENSG00000205439	P60328
HGNC:20532	KRTAP12-4	keratin associated protein 12-4	386684	ENSG00000212933	P60329
HGNC:34212	KRTAP12-5P	keratin associated protein 12-5, pseudogene	112268487	ENSG00000276647	
HGNC:18924	KRTAP13-1	keratin associated protein 13-1	140258	ENSG00000198390	Q8IUC0
HGNC:18923	KRTAP13-2	keratin associated protein 13-2	337959	ENSG00000182816	Q52LG2
HGNC:18925	KRTAP13-3	keratin associated protein 13-3	337960	ENSG00000240432	Q3SY46
HGNC:18926	KRTAP13-4	keratin associated protein 13-4	284827	ENSG00000186971	Q3LI77
HGNC:18929	KRTAP13-5P	keratin associated protein 13-5, pseudogene	337964	ENSG00000233640	
HGNC:18930	KRTAP13-6P	keratin associated protein 13-6, pseudogene	337965	ENSG00000250973	
HGNC:18927	KRTAP15-1	keratin associated protein 15-1	254950	ENSG00000186970	Q3LI76
HGNC:18916	KRTAP16-1	keratin associated protein 16-1	100505753	ENSG00000212657	A8MUX0
HGNC:18917	KRTAP17-1	keratin associated protein 17-1	83902	ENSG00000186860	Q9BYP8
HGNC:18936	KRTAP19-1	keratin associated protein 19-1	337882	ENSG00000184351	Q8IUB9
HGNC:18937	KRTAP19-2	keratin associated protein 19-2	337969	ENSG00000186965	Q3LHN2
HGNC:18938	KRTAP19-3	keratin associated protein 19-3	337970	ENSG00000244025	Q7Z4W3
HGNC:18939	KRTAP19-4	keratin associated protein 19-4	337971	ENSG00000186967	Q3LI73
HGNC:18940	KRTAP19-5	keratin associated protein 19-5	337972	ENSG00000186977	Q3LI72
HGNC:18941	KRTAP19-6	keratin associated protein 19-6	337973	ENSG00000186925	Q3LI70
HGNC:18942	KRTAP19-7	keratin associated protein 19-7	337974	ENSG00000244362	Q3SYF9
HGNC:33898	KRTAP19-8	keratin associated protein 19-8	728299	ENSG00000206102	Q3LI54
HGNC:18950	KRTAP19-9P	keratin associated protein 19-9, pseudogene	337982	ENSG00000237841	
HGNC:18951	KRTAP19-10P	keratin associated protein 19-10, pseudogene	337983	ENSG00000235312	
HGNC:18952	KRTAP19-11P	keratin associated protein 19-11, pseudogene	337984	ENSG00000236612	
HGNC:18943	KRTAP20-1	keratin associated protein 20-1	337975	ENSG00000244624	Q3LI63
HGNC:18944	KRTAP20-2	keratin associated protein 20-2	337976	ENSG00000184032	Q3LI61
HGNC:34001	KRTAP20-3	keratin associated protein 20-3	337985	ENSG00000206104	Q3LI60
HGNC:34002	KRTAP20-4	keratin associated protein 20-4	100151643	ENSG00000206105	Q3LI62
HGNC:18945	KRTAP21-1	keratin associated protein 21-1	337977	ENSG00000187005	Q3LI58
HGNC:18946	KRTAP21-2	keratin associated protein 21-2	337978	ENSG00000187026	Q3LI59
HGNC:34216	KRTAP21-3	keratin associated protein 21-3	100288323	ENSG00000231068	Q3LHN1
HGNC:18954	KRTAP21-4P	keratin associated protein 21-4, pseudogene	337986	ENSG00000236400	
HGNC:18947	KRTAP22-1	keratin associated protein 22-1	337979	ENSG00000186924	Q3MIV0
HGNC:37091	KRTAP22-2	keratin associated protein 22-2	100288287	ENSG00000206106	Q3LI68
HGNC:18928	KRTAP23-1	keratin associated protein 23-1	337963	ENSG00000186980	A1A580
HGNC:33902	KRTAP24-1	keratin associated protein 24-1	643803	ENSG00000188694	Q3LI83
HGNC:34003	KRTAP25-1	keratin associated protein 25-1	100131902	ENSG00000232263	Q3LHN0
HGNC:33760	KRTAP26-1	keratin associated protein 26-1	388818	ENSG00000197683	Q6PEX3
HGNC:33864	KRTAP27-1	keratin associated protein 27-1	643812	ENSG00000206107	Q3LI81
HGNC:34211	KRTAP29-1	keratin associated like protein 29-1	100533177	ENSG00000212658	A8MX34
HGNC:28942	KRTCAP2	keratinocyte associated protein 2	200185	ENSG00000163463	Q8N6L1
HGNC:54589	KRTCAP2P1	KRTCAP2 pseudogene 1	730043	ENSG00000231848	
HGNC:28943	KRTCAP3	keratinocyte associated protein 3	200634	ENSG00000157992	Q53RY4
HGNC:16313	KRTDAP	keratinocyte differentiation associated protein	388533	ENSG00000188508	P60985
HGNC:6465	KSR1	kinase suppressor of ras 1	8844	ENSG00000141068	Q8IVT5
HGNC:44977	KSR1P1	kinase suppressor of ras 1 pseudogene 1	106479050	ENSG00000229485	
HGNC:18610	KSR2	kinase suppressor of ras 2	283455	ENSG00000171435	Q6VAB6
HGNC:25160	KTI12	KTI12 chromatin associated homolog	112970	ENSG00000198841	Q96EK9
HGNC:6467	KTN1	kinectin 1	3895	ENSG00000126777	Q86UP2
HGNC:19842	KTN1-AS1	KTN1 antisense RNA 1	100129075	ENSG00000186615	Q86SY8
HGNC:28420	KXD1	KxDL motif containing 1	79036	ENSG00000105700	Q9BQD3
HGNC:56662	KXD1-AS1	KXD1 antisense RNA 1	128193285	ENSG00000268983	
HGNC:26576	KY	kyphoscoliosis peptidase	339855	ENSG00000174611	Q8NBH2
HGNC:1564	KYAT1	kynurenine aminotransferase 1	883	ENSG00000171097	Q16773
HGNC:33238	KYAT3	kynurenine aminotransferase 3	56267	ENSG00000137944	Q6YP21
HGNC:6469	KYNU	kynureninase	8942	ENSG00000115919	Q16719
HGNC:39199	KYNUP1	kynureninase pseudogene 1	729321	ENSG00000261987	
HGNC:39200	KYNUP2	kynureninase pseudogene 2	729310	ENSG00000265746	
HGNC:39201	KYNUP3	kynureninase pseudogene 3	729323	ENSG00000263206	
HGNC:6470	L1CAM	L1 cell adhesion molecule	3897	ENSG00000198910	P32004
HGNC:55247	L1CAM-AS1	L1CAM antisense RNA 1	100996465	ENSG00000273769	
HGNC:25595	L1TD1	LINE1 type transposase domain containing 1	54596	ENSG00000240563	Q5T7N2
HGNC:49127	L1TD1P1	LINE-1 type transposase domain containing 1 pseudogene 1	100126007		
HGNC:20499	L2HGDH	L-2-hydroxyglutarate dehydrogenase	79944	ENSG00000087299	Q9H9P8
HGNC:20488	L3HYPDH	trans-L-3-hydroxyproline dehydratase	112849	ENSG00000126790	Q96EM0
HGNC:15905	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1	26013	ENSG00000185513	Q9Y468
HGNC:18594	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	83746	ENSG00000100395	Q969R5
HGNC:40847	L3MBTL2-AS1	L3MBTL2 antisense RNA 1	100506544	ENSG00000235513	
HGNC:23035	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	84456	ENSG00000198945	Q96JM7
HGNC:26677	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4	91133	ENSG00000154655	Q8NA19
HGNC:51320	L3MBTL4-AS1	L3MBTL4 antisense RNA 1	101927150	ENSG00000264707	
HGNC:26789	LACC1	laccase domain containing 1	144811	ENSG00000179630	Q8IV20
HGNC:16430	LACRT	lacritin	90070	ENSG00000135413	Q9GZZ8
HGNC:16468	LACTB	lactamase beta	114294	ENSG00000103642	P83111
HGNC:18512	LACTB2	lactamase beta 2	51110	ENSG00000147592	Q53H82
HGNC:27841	LACTB2-AS1	LACTB2 antisense RNA 1	286190	ENSG00000246366	
HGNC:35445	LACTBL1	lactamase beta like 1	646262	ENSG00000215906	A8MY62
HGNC:6472	LAD1	ladinin 1	3898	ENSG00000159166	O00515
HGNC:6476	LAG3	lymphocyte activating 3	3902	ENSG00000089692	P18627
HGNC:26058	LAGE3	L antigen family member 3	8270	ENSG00000196976	Q14657
HGNC:49909	LAGE3P1	L antigen family member 3 pseudogene 1	646808	ENSG00000225693	
HGNC:6477	LAIR1	leukocyte associated immunoglobulin like receptor 1	3903	ENSG00000167613	Q6GTX8
HGNC:6478	LAIR2	leukocyte associated immunoglobulin like receptor 2	3904	ENSG00000167618	Q6ISS4
HGNC:6480	LALBA	lactalbumin alpha	3906	ENSG00000167531	P00709
HGNC:58132	LALTOP	lung cancer associated lncRNA targeting TOP2A		ENSG00000228613	
HGNC:6481	LAMA1	laminin subunit alpha 1	284217	ENSG00000101680	P25391
HGNC:6482	LAMA2	laminin subunit alpha 2	3908	ENSG00000196569	P24043
HGNC:6483	LAMA3	laminin subunit alpha 3	3909	ENSG00000053747	Q16787
HGNC:6484	LAMA4	laminin subunit alpha 4	3910	ENSG00000112769	Q16363
HGNC:40333	LAMA4-AS1	LAMA4 antisense RNA 1	101927640	ENSG00000226440	
HGNC:6485	LAMA5	laminin subunit alpha 5	3911	ENSG00000130702	O15230
HGNC:40334	LAMA5-AS1	LAMA5 antisense RNA 1	101928158	ENSG00000228812	
HGNC:6486	LAMB1	laminin subunit beta 1	3912	ENSG00000091136	P07942
HGNC:6487	LAMB2	laminin subunit beta 2	3913	ENSG00000172037	P55268
HGNC:6488	LAMB2P1	laminin subunit beta 2 pseudogene 1	22973	ENSG00000270441	
HGNC:6490	LAMB3	laminin subunit beta 3	3914	ENSG00000196878	Q13751
HGNC:6491	LAMB4	laminin subunit beta 4	22798	ENSG00000091128	A4D0S4
HGNC:6492	LAMC1	laminin subunit gamma 1	3915	ENSG00000135862	P11047
HGNC:52645	LAMC1-AS1	LAMC1 antisense RNA 1	110841583	ENSG00000224468	
HGNC:6493	LAMC2	laminin subunit gamma 2	3918	ENSG00000058085	Q13753
HGNC:6494	LAMC3	laminin subunit gamma 3	10319	ENSG00000050555	Q9Y6N6
HGNC:6499	LAMP1	lysosomal associated membrane protein 1	3916	ENSG00000185896	P11279
HGNC:6500	LAMP1P1	lysosomal associated membrane protein 1 pseudogene 1	100421198		
HGNC:6501	LAMP2	lysosomal associated membrane protein 2	3920	ENSG00000005893	P13473
HGNC:14582	LAMP3	lysosomal associated membrane protein 3	27074	ENSG00000078081	Q9UQV4
HGNC:16097	LAMP5	lysosomal associated membrane protein family member 5	24141	ENSG00000125869	Q9UJQ1
HGNC:40754	LAMP5-AS1	LAMP5 antisense RNA 1	101929329	ENSG00000225988	
HGNC:26068	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	55004	ENSG00000149357	Q6IAA8
HGNC:29796	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	28956	ENSG00000116586	Q9Y2Q5
HGNC:15606	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	8649	ENSG00000109270	Q9UHA4
HGNC:39726	LAMTOR3P1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 1	100130119	ENSG00000228825	
HGNC:39727	LAMTOR3P2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 2	100874516	ENSG00000248979	
HGNC:33772	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	389541	ENSG00000188186	Q0VGL1
HGNC:17955	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	10542	ENSG00000134248	O43504
HGNC:40823	LAMTOR5-AS1	LAMTOR5 and SLC16A4 antisense RNA 1	101410535	ENSG00000224699	
HGNC:31854	LAMTOR5P1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 pseudogene 1	106478910	ENSG00000236646	
HGNC:6508	LANCL1	LanC like glutathione S-transferase 1	10314	ENSG00000115365	O43813
HGNC:50727	LANCL1-AS1	LANCL1 antisense RNA 1	102724820	ENSG00000234281	
HGNC:6509	LANCL2	LanC like glutathione S-transferase 2	55915	ENSG00000132434	Q9NS86
HGNC:24767	LANCL3	LanC like family member 3	347404	ENSG00000147036	Q6ZV70
HGNC:18449	LAP3	leucine aminopeptidase 3	51056	ENSG00000002549	P28838
HGNC:42364	LAP3P1	leucine aminopeptidase 3 pseudogene 1	100873864	ENSG00000220091	
HGNC:42365	LAP3P2	leucine aminopeptidase 3 pseudogene 2	389386	ENSG00000213500	
HGNC:6924	LAPTM4A	lysosomal protein transmembrane 4 alpha	9741	ENSG00000068697	Q15012
HGNC:54382	LAPTM4A-DT	LAPTM4A divergent transcript	105373463	ENSG00000223734	
HGNC:13646	LAPTM4B	lysosomal protein transmembrane 4 beta	55353	ENSG00000104341	Q86VI4
HGNC:51934	LAPTM4BP1	lysosomal protein transmembrane 4 beta pseudogene 1	645900	ENSG00000237008	
HGNC:51935	LAPTM4BP2	lysosomal protein transmembrane 4 beta pseudogene 2	107075219	ENSG00000271266	
HGNC:29612	LAPTM5	lysosomal protein transmembrane 5	7805	ENSG00000162511	Q13571
HGNC:40336	LARGE-AS1	LARGE antisense RNA 1	100506195	ENSG00000224973	
HGNC:41357	LARGE-IT1	LARGE intronic transcript 1	100874331	ENSG00000232081	
HGNC:6511	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	9215	ENSG00000133424	O95461
HGNC:55162	LARGE1-AS1	LARGE1 antisense RNA 1	107985565	ENSG00000273082	
HGNC:58379	LARGE1-AS2	LARGE1 antisense RNA 2	124905105	ENSG00000232073	
HGNC:16522	LARGE2	LARGE xylosyl- and glucuronyltransferase 2	120071	ENSG00000165905	Q8N3Y3
HGNC:29531	LARP1	La ribonucleoprotein 1, translational regulator	23367	ENSG00000155506	Q6PKG0
HGNC:24704	LARP1B	La ribonucleoprotein 1B	55132	ENSG00000138709	Q659C4
HGNC:37097	LARP1BP1	LARP1B pseudogene 1	644578	ENSG00000231442	
HGNC:44084	LARP1BP2	LARP1B pseudogene 2	106479034	ENSG00000243438	
HGNC:44085	LARP1BP3	LARP1B pseudogene 3	644403	ENSG00000232664	
HGNC:23183	LARP1P1	LARP1 pseudogene 1	100379623	ENSG00000217159	
HGNC:24320	LARP4	La ribonucleoprotein 4	113251	ENSG00000161813	Q71RC2
HGNC:28987	LARP4B	La ribonucleoprotein 4B	23185	ENSG00000107929	Q92615
HGNC:55786	LARP4B-DT	LARP4B divergent transcript	101927762	ENSG00000229869	
HGNC:21438	LARP4P	LARP4 pseudogene	554354	ENSG00000261315	
HGNC:24012	LARP6	La ribonucleoprotein 6, translational regulator	55323	ENSG00000166173	Q9BRS8
HGNC:24912	LARP7	La ribonucleoprotein 7, transcriptional regulator	51574	ENSG00000174720	Q4G0J3
HGNC:49763	LARP7P1	LARP7 pseudogene 1	106480287	ENSG00000271588	
HGNC:49764	LARP7P2	LARP7 pseudogene 2	106481699	ENSG00000261939	
HGNC:49765	LARP7P3	LARP7 pseudogene 3	106481700	ENSG00000265698	
HGNC:49766	LARP7P4	LARP7 pseudogene 4	100421509	ENSG00000244024	
HGNC:56664	LARRPM	LINC00240 antisense RNA regulating promoter methylation	100270746	ENSG00000287966	
HGNC:6512	LARS1	leucyl-tRNA synthetase 1	51520	ENSG00000133706	Q9P2J5
HGNC:17095	LARS2	leucyl-tRNA synthetase 2, mitochondrial	23395	ENSG00000011376	Q15031
HGNC:40796	LARS2-AS1	LARS2 antisense RNA 1	100885795	ENSG00000232455	
HGNC:25726	LAS1L	LAS1 like ribosome biogenesis factor	81887	ENSG00000001497	Q9Y4W2
HGNC:6513	LASP1	LIM and SH3 protein 1	3927	ENSG00000002834	Q14847
HGNC:44353	LASP1NB	LASP1 neighbor	100505576	ENSG00000263874	A0A1B0GWH6
HGNC:54143	LASTR	lncRNA associated with SART3 regulation of splicing	105376382	ENSG00000242147	
HGNC:18874	LAT	linker for activation of T cells	27040	ENSG00000213658	O43561
HGNC:12749	LAT2	linker for activation of T cells family member 2	7462	ENSG00000086730	Q9GZY6
HGNC:6514	LATS1	large tumor suppressor kinase 1	9113	ENSG00000131023	O95835
HGNC:6515	LATS2	large tumor suppressor kinase 2	26524	ENSG00000150457	Q9NRM7
HGNC:39912	LATS2-AS1	LATS2 antisense RNA 1	100874066	ENSG00000233851	
HGNC:26005	LAX1	lymphocyte transmembrane adaptor 1	54900	ENSG00000122188	Q8IWV1
HGNC:29471	LAYN	layilin	143903	ENSG00000204381	Q6UX15
HGNC:29532	LBH	LBH regulator of Wnt signaling pathway	81606	ENSG00000213626	Q53QV2
HGNC:28351	LBHD1	LBH domain containing 1	79081	ENSG00000162194	Q9BQE6
HGNC:52384	LBHD2	LBH domain containing 2	107984640	ENSG00000283071	A0A0U1RRK4
HGNC:6517	LBP	lipopolysaccharide binding protein	3929	ENSG00000129988	P18428
HGNC:6518	LBR	lamin B receptor	3930	ENSG00000143815	Q14739
